Event,Gender,Age,Time,TIME_SEC,FNAME,LNAME,Country,DOB,RACE_NAME,RACE_LOC,RACE_DATE,Comments,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,VDOT
10 Mile,F,37,53:43,3223,Irene,Cherotich Kosgei,KEN,9/8/1974,,Portsmouth ENG,10/30/2011,,,,,,,,66.3
10 Mile,F,38,54:29,3269,Elena,Vyazova ,UKR,4/18/1960,Cherry Blossom 10 Mile,Washington DC USA,4/11/1999,,,,,,,,65.2
10 Mile,F,39,53:00,3180,Joanne,Pavey ,ENG,9/20/1973,,Portsmouth ENG,10/28/2012,,,,,,,,67.3
10 Mile,F,40,54:31,3271,Tatyana,Pozdniakova ,UKR,3/4/1955,Crim 10 Mile,Flint MI USA,8/26/1995,,,,,,,,65.1
10 Mile,F,41,54:32,3272,Carla,Beurskens ,NED,2/15/1952,,Heerlen NED,8/29/1993,,,,,,,,65.1
10 Mile,F,42,52:44,3164,Joanne,Pavey ,ENG,9/20/1973,,Portsmouth ENG,10/25/2015,,,,,,,,67.7
10 Mile,F,43,55:33,3333,Joyce,Smith ,ENG,10/26/1937,,Guildford ENG,12/20/1980,,,,,,,,63.7
10 Mile,F,44,55:18,3318,Priscilla,Welch ,USA,11/22/1944,Crim 10 Mile,Flint MI USA,8/26/1989,,,,,,,,64.1
10 Mile,F,45,55:56,3356,Tatyana,Pozdniakova ,UKR,3/4/1955,Crim 10 Mile,Flint MI USA,8/26/2000,,,,,,,,63.2
10 Mile,F,46,56:33,3393,Priscilla,Welch ,USA,11/22/1944,Cherry Blossom 10 Mile,Washington DC USA,4/7/1991,,,,,,,,62.4
10 Mile,F,47,56:38,3398,Tatyana,Pozdniakova ,UKR,3/4/1955,,Jacksonville FL USA,10/27/2002,,,,,,,,62.3
10 Mile,F,48,55:33,3333,Joyce,Smith ,ENG,10/26/1937,,Hendon ENG,10/5/1986,,,,,,,,63.7
10 Mile,F,49,56:31,3391,Tatyana,Pozdniakova ,UKR,3/4/1955,Crim 10 Mile,Flint MI USA,8/28/2004,,,,,,,,62.5
10 Mile,F,50,58:13,3493,Tatyana,Pozdniakova ,UKR,3/4/1955,Crim 10 Mile,Flint MI USA,8/27/2005,,,,,,,,60.4
10 Mile,F,51,59:00,3540,Tatyana,Pozdniakova ,UKR,3/4/1955,Crim 10 Mile,Flint MI USA,8/26/2006,,,,,,,,59.4
10 Mile,F,52,59:17,3557,Fiona,Matheson ,SCO,4/25/1961,,Dublin IRL,8/24/2013,,,,,,,,59.1
10 Mile,F,53,1:01:22,3682,Anne,Roden ,ENG,10/9/1946,,Woking ENG,3/5/2000,,,,,,,,56.8
10 Mile,F,54,1:02:27,7347,Joan,Samuelson ,USA,5/16/1957,Cherry Blossom 10 Mile,Washington DC USA,4/1/2012,,,,,,,,25.2
10 Mile,F,55,1:01:20,3680,Jenny,Hitchings,USA,7/1/1963,Buffalo Stampede 10 Mile,"Sacramento, CA",9/9/2018,,,,,,,,56.8
10 Mile,F,56,1:03:54,3834,Christine,Kennedy ,USA,12/29/1954,NorCal 10 Mile,Redding CA USA,3/5/2011,,,,,,,,54.2
10 Mile,F,57,1:04:42,3882,Marion,Irvine,USA,10/19/1929,California 10,"Stockton, CA",1/18/1987,,,,,,,,53.4
10 Mile,F,58,1:00:38,3638,Jenny,Hitchings,USA,7/1/1963,SACTOWN Run,"Sacramento, CA",4/3/2022,,,,,,,,57.6
10 Mile,F,59,1:03:55,3841,Joan,Samuelson ,USA,5/16/1957,Cherry Blossom 10 Mile,Washington DC USA,4/2/2017,,,,,,,,54.1
10 Mile,F,60,1:02:58,3778,Jenny,Hitchings,USA,7/1/1963,Buffalo Stampede 10 Mile,"Sacramento, CA",9/10/2023,,,,,,,,55.1
10 Mile,F,61,1:04:51,3891,Stefica,Gajic ,SUI,11/12/1948,,Aarau SUI,4/25/2010,,,,,,,,53.3
10 Mile,F,62,1:04:53,3893,Stefica,Gajic ,SUI,11/12/1948,,Aarau SUI,5/1/2011,,,,,,,,53.3
10 Mile,F,63,1:07:31,4051,Stefica,Gajic ,SUI,11/12/1948,,Bern SUI,5/12/2012,,,,,,,,50.9
10 Mile,F,64,1:02 :58,4120,Stefica,Gajic ,SUI,11/12/1948,,Aarau SUI,4/28/2013,,,,,,,,49.9
10 Mile,F,65,1:08:54,4134,Kathryn,Martin,USA,9/30/1951,Sayville Brewery 10 Mile,"Patchogue, NY",1/14/2017,,,,,,,,49.7
10 Mile,F,66,1:11:24,4284,Sabra,Harvey ,USA,3/2/1949,,Houston TX USA,10/11/2015,,,,,,,,47.7
10 Mile,F,67,1:13:23,4403,Edie,Stevenson ,USA,7/27/1949,Cherry Blossom 10 Mile,Washington DC USA,4/2/2017,,,,,,,,46.2
10 Mile,F,68,1:11:55,4315,Sabra,Harvey ,USA,3/2/1949,Crim 10 Mile,Flint MI USA,8/26/2017,,,,,,,,47.3
10 Mile,F,69,1:13:31,4411,Jeannie,Rice ,USA,4/14/1948,Crim 10 Mile,Flint MI USA,8/26/2017,,,,,,,,46.1
10 Mile,F,70,1:14:43,4483,Angela,Copson ,ENG,4/20/1947,,Barby ENG,9/17/2017,,,,,,,,45.2
10 Mile,F,71,1:11:41,4301,Jeannie,Rice ,USA,4/14/1948,Crim 10 Mile,Flint MI USA,8/23/2019,,,,,,,,47.5
10 Mile,F,72,1:19:28,4768,Louise,Gilchrist ,ENG,3/7/1933,,Llandudno WAL,11/13/2005,,,,,,,,42.1
10 Mile,F,73,1:20:57,4857,Louise,Gilchrist ,ENG,3/7/1933,,Preston ENG,11/19/2006,,,,,,,,41.2
10 Mile,F,74,1:20:33,4833,Hedy,Marque,USA,5/27/1917,Army 10-Miler,Washington DC,10/13/1991,,,,,,,,41.5
10 Mile,F,75,1:19:22,4762,Libby,James,USA,7/12/36,Park To Park,"Denver, CO",9/5/2011,,,,,,,,42.2
10 Mile,F,76,1:24:54,5094,Hedy,Marque,USA,5/27/1917,Army 10-Miler,Washington DC USA,10/17/1993,,,,,,,,39.0
10 Mile,F,77,1:24:53,5093,Libby,James,USA,7/12/36,Colfax 10 Miler,"Denver, CO",5/18/2014,,,,,,,,39.0
10 Mile,F,77,1:36:18,5778,Heide,Moebius ,USA,11/10/1938,Cherry Blossom 10 Mile,Washington DC,4/3/2016,,,,,,,,33.6
10 Mile,F,78,1:30:46,5446,Hedy,Marque,USA,5/27/1917,,,10/15/1995,,,,,,,,36.1
10 Mile,F,79,1:35:26,5726,Hedy,Marque,USA,5/27/1917,Cherry Blossom 10 Mile,Washington DC USA,4/13/1997,,,,,,,,34.0
10 Mile,F,79,1:55:25,6925,Giuseppina,Gurtner ,SUI,6/5/1925,,Bern SUI,5/21/2005,,,,,,,,27.1
10 Mile,F,80,1:31:24,5484,Hedy,Marque,USA,5/27/1917,Cherry Blossom 10 Mile,Washington DC USA,4/5/1998,,,,,,,,35.8
10 Mile,F,81,1:37:12,5832,Hedy,Marque,USA,5/27/1917,Cherry Blossom 10 Mile,Washington DC USA,4/11/99,,,,,,,,33.3
10 Mile,F,82,2:02:26,7346,Anne,Clark,USA,9/21/1909,Valley Fox Trot,"Elgin, IL",5/25/92,,,,,,,,25.2
10 Mile,F,84,1:54:03,6843,Hedy,Marque,USA,5/27/1917,Cherry Blossom 10 Mile,Washington DC USA,4/8/01,,,,,,,,27.5
10 Mile,F,85,1:37:12,5832,Hedy,Marque,USA,5/27/1917,George Washington Parkway Classic,"Alexandria, VA",4/27/03,,,,,,,,33.3
10 Mile,F,86,2:12:49,7969,Hedy,Marque,USA,5/27/1917,Cherry Blossom 10 Mile,Washington DC USA,4/4/04,,,,,,,,22.8
10 Mile,F,87,1:57:38,7058,Hedy,Marque ,USA,5/27/1917,Cherry Blossom 10 Mile,Washington DC USA,4/3/2005,,,,,,,,26.5
10 Mile,F,90,3:29:08,13148,Ruth,Rothfarb,USA,6/18/01,Cherry Blossom 10 Mile,Washington DC USA,4/5/92,,,,,,,,11.5
