Event,Gender,Age,Time,TIME_SEC,FNAME,LNAME,Country,DOB,RACE_NAME,RACE_LOC,RACE_DATE,COMMENTS,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,VDOT
Marathon,M,30.0,2:2:57,7377.0,Dennis,Kipruto Kimetto,KEN,1/22/1984,Berlin Marathon,Berlin GER,9/28/2014,,,,,,,,83.6
Marathon,M,31.0,2:3:5,7385.0,Eliud,Kipchoge ,KEN,11/5/1984,London Marathon,London ENG,4/24/2016,,,,,,,,83.5
Marathon,M,32.0,2:3:0,7380.0,Evans,Chebet,KEN,11/10/1988,Maratón Valencia Trinidad Alfonso EDP,Valencia ESP,12/6/2020,,,,,,,,83.6
Marathon,M,32.0,2:3:32,7412.0,Eliud,Kipchoge ,KEN,11/5/1984,Berlin Marathon,Berlin GER,9/24/2017,,,,,,,,83.2
Marathon,M,33.0,2:1:39,7299.0,Eliud,Kipchoge ,KEN,11/5/1984,Berlin Marathon,Berlin GER,9/16/2018,,,,,,,,84.7
Marathon,M,34.0,2:2:37,7357.0,Eliud,Kipchoge ,KEN,11/5/1984,London Marathon,London ENG,4/28/2019,,,,,,,,83.9
Marathon,M,35.0,2:3:59,7439.0,Haile,Gebreselasie ,ETH,4/18/1973,Berlin Marathon,Berlin GER,9/28/2008,,,,,,,,82.8
Marathon,M,36.0,2:5:27,7527.0,Jaouad,Gharib ,MAR,5/22/1972,London Marathon,London ENG,4/26/2009,,,,,,,,81.7
Marathon,M,37.0,2:01:09,7269.0,Eliud,Kipchoge ,KEN,11/5/1984,Berlin Marathon,Berlin GER,9/25/2022,,,,,,,,85.1
Marathon,M,38.0,2:02:42,7362.0,Eliud,Kipchoge ,KEN,11/5/1984,Berlin Marathon,Berlin GER,9/24/2023,,,,,,,,83.8
Marathon,M,39.0,2:6:0,7560.0,Mark,Kiptoo Kosgei,KEN,6/21/1976,,Eindhoven NED,10/11/2015,,,,,,,,81.3
Marathon,M,40.0,2:05:53,7553.0,Kenenisa,Bekele Beyeche,ETH,6/13/1982,London Marathon,London ENG,10/2/2022,,,,,,,,81.4
Marathon,M,41.0,2:04:15,7459.0,Kenenisa,Bekele Beyeche,ETH,6/13/1982,London Marathon,London ENG,4/21/2024,,,,,,,,82.6
Marathon,M,42.0,2:7:50,7670.0,Mark,Kiptoo Kosgei,KEN,6/21/1976,,Frankfurt GER,10/28/2018,,,,,,,,79.9
Marathon,M,43.0,2:9:4,7744.0,Kenneth,Mburu Mungara,KEN,9/7/1973,Gold Coast Marathon,Gold Coast AUS,7/2/2017,,,,,,,,79.0
Marathon,M,44.0,2:9:9,7749.0,Kenneth,Mburu Mungara,KEN,9/7/1973,Gold Coast Marathon,Gold Coast AUS,7/1/2018,,,,,,,,79.0
Marathon,M,45.0,2:12:47,7967.0,Kenneth,Mburu Mungara,KEN,9/7/1973,,Hong Kong HKG,2/17/2019,,,,,,,,76.5
Marathon,M,46.0,2:15:24,8124.0,Reuben,Chesang Kambich,KEN,12/22/1962,Twin Cities Marathon,Saint Paul MN USA,10/4/2009,,,,,,,,74.7
Marathon,M,47.0,2:16:20,8180.0,Jackson,Kipngok Yegon,KEN,8/16/1960,,Monterrey MEX,12/16/2007,,,,,,,,74.1
Marathon,M,48.0,2:18:57,8337.0,Ayele,Setegne ,ISR,4/11/1962,,Tiberias ISR,1/6/2011,,,,,,,,72.5
Marathon,M,49.0,2:19:47,8387.0,Kjell-Erik,Stahl ,SWE,2/17/1946,,Stockholm SWE,6/10/1995,,,,,,,,72.0
Marathon,M,50.0,2:19:29,8369.0,Titus,Mamabolo ,RSA,1/11/1941,,Durban RSA,7/20/1991,,,,,,,,72.2
Marathon,M,51.0,2:24:18,8658.0,Piet,vanAlphen ,NED,8/16/1930,,Eugene OR USA,9/13/1981,,,,,,,,69.4
Marathon,M,52.0,2:22:14,8534.0,Piet,vanAlphen ,NED,8/16/1930,Rotterdam Marathon,Rotterdam NED,4/9/1983,,,,,,,,70.6
Marathon,M,53.0,2:23:44,8624.0,Piet,vanAlphen ,NED,8/16/1930,,Etten-Leur NED,10/22/1983,,,,,,,,69.7
Marathon,M,54.0,2:26:35,8795.0,Piet,vanAlphen ,NED,8/16/1930,Rotterdam Marathon,Rotterdam NED,4/20/1985,,,,,,,,68.1
Marathon,M,55.0,2:25:56,8756.0,Piet,vanAlphen ,NED,8/16/1930,Rotterdam Marathon,Rotterdam NED,4/19/1986,,,,,,,,68.5
Marathon,M,56.0,2:27:5,8825.0,Erik-Verner,Ostbye ,SWE,1/25/1921,,Goteborg SWE,9/18/1977,,,,,,,,67.9
Marathon,M,57.0,2:33:12,9192.0,Norman,Green ,USA,6/27/1932,Twin Cities Marathon,Saint Paul MN USA,10/8/1989,,,,,,,,64.7
Marathon,M,58.0,2:35:51,9351.0,Alex,Ratelle ,USA,9/12/1924,Twin Cities Marathon,Saint Paul MN USA,10/3/1982,,,,,,,,63.4
Marathon,M,59.0,2:27:52,,Thomas,Hughes ,IRL,1/8/1960,Frankfurt Marathon,Frankfurt GER,10/27/2019,,,,,,,,
Marathon,M,60.0,2:30:02,9002.0,Thomas,Hughes,IRE,1/8/1960, Lisburn Festival of Running ,"Lisburn, IRE",10/24/2020,,,,,,,,66.3
Marathon,M,61.0,2:38:12,9492.0,Yoshihisa,Hosaka ,JPN,1/5/1949,,Oita JPN,2/7/2010,,,,,,,,62.3
Marathon,M,62.0,2:41:7,9667.0,John,Gilmour ,AUS,5/3/1919,,Albany AUS,11/21/1981,,,,,,,,61.0
Marathon,M,63.0,2:45:23,9923.0,John,Shaw ,AUS,6/3/1953,,Gold Coast AUS,7/3/2016,,,,,,,,59.1
Marathon,M,64.0,2:42:44,9764.0,Clive,Davies ,USA,8/17/1915,Portland Marathon,Portland OR USA,10/28/1979,,,,,,,,60.3
Marathon,M,65.0,2:41:57,9717.0,Derek,Turnbull ,NZL,12/5/1926,London Marathon,London ENG,4/12/1992,,,,,,,,60.6
Marathon,M,66.0,2:42:49,9769.0,Clive,Davies ,USA,8/17/1915,,Eugene OR USA,9/13/1981,,,,,,,,60.2
Marathon,M,67.0,2:51:7,10267.0,Luigi,Passerini ,ITA,2/22/1923,,Mirandola ITA,4/8/1990,,,,,,,,56.8
Marathon,M,68.0,2:51:2,10262.0,Ed,Whitlock ,CAN,3/6/1931,Columbus Marathon,Columbus OH USA,11/14/1999,,,,,,,,56.9
Marathon,M,69.0,2:52:50,10370.0,Ed,Whitlock ,CAN,3/6/1931,Columbus Marathon,Columbus OH USA,10/29/2000,,,,,,,,56.2
Marathon,M,70.0,2:54:23,10463.0,Gene,Dykes ,USA,4/3/1948,Jacksonville Marathon,Jacksonville FL USA,12/15/2018,,,,,,,,55.6
Marathon,M,71.0,3:0:58,10858.0,John,Keston ,USA,12/5/1924,Twin Cities Marathon,Saint Paul MN USA,10/6/1996,,,,,,,,53.2
Marathon,M,72.0,2:59:10,10750.0,Ed,Whitlock ,CAN,3/6/1931,Toronto Waterfront Marathon,Toronto ON CAN,9/28/2003,,,,,,,,53.8
Marathon,M,73.0,2:54:49,10489.0,Ed,Whitlock ,CAN,3/6/1931,Toronto Waterfront Marathon,Toronto ON CAN,9/26/2004,,,,,,,,55.4
Marathon,M,74.0,2:58:40,10720.0,Ed,Whitlock ,CAN,3/6/1931,Rotterdam Marathon,Rotterdam NED,4/10/2005,,,,,,,,54.0
Marathon,M,75.0,3:8:35,11315.0,Ed,Whitlock ,CAN,3/6/1931,Toronto Waterfront Marathon,Toronto ON CAN,9/24/2006,,,,,,,,50.7
Marathon,M,76.0,3:4:54,11094.0,Ed,Whitlock ,CAN,3/6/1931,Rotterdam Marathon,Rotterdam NED,4/15/2007,,,,,,,,51.9
Marathon,M,77.0,3:33:27,12807.0,Ed,Benham ,USA,7/12/1907,Wigal Champ,San Diego CA USA,12/2/1984,,,,,,,,43.7
Marathon,M,78.0,3:36:59,13019.0,Warren,Utes ,USA,6/25/1920,Twin Cities Marathon,Saint Paul MN USA,10/4/1998,,,,,,,,42.8
Marathon,M,79.0,3:47:1,13621.0,Antonino,Caponetto ,ITA,12/11/1931,,Bergamo ITA,9/25/2011,,,,,,,,40.6
Marathon,M,80.0,3:15:54,11754.0,Ed,Whitlock ,CAN,3/6/1931,Toronto Waterfront Marathon,Toronto ON CAN,10/16/2011,,,,,,,,48.4
Marathon,M,81.0,3:30:29,12629.0,Ed,Whitlock ,CAN,3/6/1931,Toronto Waterfront Marathon,Toronto ON CAN,10/14/2012,,,,,,,,44.4
Marathon,M,82.0,3:41:58,13318.0,Ed,Whitlock ,CAN,3/6/1931,Toronto Waterfront Marathon,Toronto ON CAN,10/20/2013,,,,,,,,41.7
Marathon,M,83.0,4:19:7,15547.0,Antonino,Caponetto ,ITA,12/11/1931,,Porto San Giorgio ITA,9/20/2015,,,,,,,,34.5
Marathon,M,84.0,4:17:51,15471.0,Ed,Benham ,USA,7/12/1907,Twin Cities Marathon,Saint Paul MN USA,10/6/1991,,,,,,,,34.7
Marathon,M,85.0,3:56:38,14198.0,Ed,Whitlock ,CAN,3/6/1931,Toronto Waterfront Marathon,Toronto ON CAN,10/16/2016,,,,,,,,38.6
Marathon,M,86.0,4:34:55,16495.0,Robert,Horman ,AUS,2/26/1918,,Gold Coast AUS,7/4/2004,,,,,,,,32.1
Marathon,M,87.0,5:9:41,18581.0,Charles,Bancarel ,FRA,8/12/1929,,Toulouse FRA,10/23/2016,,,,,,,,27.6
Marathon,M,88.0,6:5:53,21953.0,Mike,Fremont ,USA,2/23/1922,,Cincinnati OH USA,5/2/2010,,,,,,,,22.2
Marathon,M,89.0,6:35:38,23738.0,Sam,Gadless ,USA,11/30/1906,,Los Angeles CA USA,3/3/1996,,,,,,,,20.0
Marathon,M,90.0,6:35:47,23747.0,Mike,Fremont ,USA,2/23/1922,,Huntington WV USA,11/11/2012,,,,,,,,20.0
Marathon,M,91.0,8:25:55,30355.0,Sam,Gadless,USA,11/30/1906,NYC Marathon,"New York, NY",11/1/98,,,,,,,,14.2
Marathon,M,92.0,5:40:01,20401.0,Fauja,Singh,India,4/1/1911,Toronto Waterfront Marathon,Toronto ON CAN,9/28/2003,,,,,,,,24.4
Marathon,M,100.0,8:11:05,29465.0,Fauja,Singh,India,4/1/1911,Toronto Waterfront Marathon,Toronto ON CAN,10/16/2011,,,,,,,,14.8
,,,,,, ,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,,,,,
