Event,Gender,Age,Time,TIME_SEC,FNAME,LNAME,Country,DOB,RACE_NAME,RACE_LOC,RACE_DATE,Comments,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,VDOT
H Mar,M,72,1:26:39,5199,Joop,Ruter ,NED,4/19/1933,,Maassluis NED,1/22/2006,,,,,,,,53.3
H Mar,M,73,1:28:02,5282,Ed,Whitlock ,CAN,3/6/1931,,Aurora ON CAN,4/18/2004,,,,,,,,52.3
H Mar,M,74,1:31:06,5466,Warren,Utes ,USA,6/25/1920,,Schaumburg IL USA,10/2/1994,,,,,,,,50.3
H Mar,M,75,1:30:14,5414,Karl-Walter,Trumper ,GER,10/7/1939,,Essen GER,11/22/2014,,,,,,,,50.8
H Mar,M,76,1:29:26,5366,Ed,Whitlock ,CAN,3/6/1931,,London ON CAN,5/13/2007,,,,,,,,51.4
H Mar,M,77,1:36:40,5800,Warren,Utes ,USA,6/25/1920,,Indianapolis IN USA,5/1/1998,,,,,,,,46.9
H Mar,M,78,1:37:38,5858,Ed,Whitlock ,CAN,3/6/1931,,Toronto ON CAN,9/27/2009,,,,,,,,46.4
H Mar,M,79,1:34:27,5667,Ed,Whitlock ,CAN,3/6/1931,,Toronto ON CAN,9/26/2010,,,,,,,,48.2
H Mar,M,80,1:39:28,5968,John,Keston ,USA,12/5/1924,,Saint Cloud MN USA,4/16/2005,,,,,,,,45.4
H Mar,M,81,1:38:59,5939,Ed,Whitlock ,CAN,3/6/1931,,Milton ON CAN,9/16/2012,,,,,,,,45.7
H Mar,M,82,1:59:21,7161,Johnny,A Kelley,USA,9/6/1907,,n/a MA USA,5/27/1990,,,,,,,,36.7
H Mar,M,83,1:46:12,6372,Ed,Whitlock ,CAN,3/6/1931,,Waterloo ON CAN,4/27/2014,,,,,,,,42.1
H Mar,M,84,1:47:33,6453,Ed,Benham ,USA,7/12/1907,,n/a FL USA,1/12/1992,,,,,,,,41.5
H Mar,M,85,1:50:47,6647,Ed,Whitlock ,CAN,3/6/1931,,Waterloo ON CAN,4/24/2016,,,,,,,,40.0
H Mar,M,86,2:09:16,7756,Charles,Bancarel ,FRA,8/12/1929,,Villeneuve de Marsan FRA,9/27/2015,,,,,,,,33.4
H Mar,M,87,2:30:36,9036,Eddie,Naisby ,WAL,4/1/1928,,Chester ENG,5/17/2015,,,,,,,,27.8
H Mar,M,88,2:36:28,9388,Knut,Angstrom ,SWE,11/20/1927,,Stockholm SWE,5/9/2016,,,,,,,,26.5
H Mar,M,89,2:46:38,9998,Knut,Angstrom ,SWE,11/20/1927,,Stockholm SWE,9/9/2017,,,,,,,,24.5
H Mar,M,90,2:55:56,10586,Mike,Fremont ,USA,2/23/1922,,Morrow OH USA,8/19/2012,net time,,,,,,,22.8
H Mar,M,91,3:03:56,11036,Mike,Fremont ,USA,2/23/1922,,Knoxville TN USA,4/7/2013,net time,,,,,,,21.6
